,0
4686,Arhgap4
4687,Flna
4688,Gab3
4689,Cfap47
4690,Tmem47
4691,Dmd
4692,Gk
4693,Gm56680
4694,Il1rapl1
4695,Arx
4696,Fam90a1b-1
4697,F630028O10Rik
4698,Vsig4
4699,Hsf3
4700,Eda2r
4701,Ar
4702,Gm14812
4703,Eda
4704,Kif4
4705,Gm14902
4706,Tex11
4707,Slc7a3
4708,Gm56679
4709,Gjb1
4710,Phka1
4711,Nap1l2
4712,Tlr13
4713,Gm5127
4714,P2ry10
4715,Itm2a
4716,2810403D21Rik
4717,Gm6377
4718,Gm44593
4719,Rps6ka6
4720,Tex16
4721,Dach2
4722,Pcdh11x
4723,Gm2411
4724,Pcdh19
4725,Srpx2
4726,Btk
4727,Arxes1
4728,Plp1
4729,Rab9b
4730,Il1rapl2
4731,Cldn2
4732,Dnaaf6b
4733,Atg4a
4734,Col4a6
4735,Tmem164
4736,Chrdl1
4737,Pak3
4738,Dcx
4739,Rtl4
4740,Lhfpl1
4741,Htr2c
4742,Il13ra2
4743,Gm15091
4744,Alas2
4745,Shroom2
4746,Foxr2
4747,Kctd12b
4748,Ptchd1
4749,Klhl34
4750,Adgrg2
4751,Bend2
4752,Nhs
4753,Reps2
4754,Rnf138rt1
4755,Ace2
4756,Bmx
4757,Asb9
4758,Frmpd4
4759,Arhgap6
4760,Mid1
4761,ENSMUSG00000121571
4762,Gm29554
4763,Gm21679
4764,ENSMUSG00000079190
4765,ENSMUSG00000079808
